record_type,bridge_rule,comparison,block_geoid,slr_ft,block_centroid_inundated,block_centroid_isolated,block_centroid_redundant,block_centroid_fragile,scenario_status,block_centroid_unclassified,status_flag_sum
status_partition_violation,intersect,,120990081011004,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011033,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990082031050,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011036,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011037,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011040,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011046,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011047,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011048,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011049,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011050,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011051,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011052,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011053,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011054,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012005,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012009,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012016,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012040,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012042,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012043,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012044,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001003,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001004,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001007,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001016,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001017,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001000,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001002,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001005,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001007,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001009,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000001,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000002,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000004,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000005,4,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001012,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001014,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001020,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001021,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001022,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001023,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001024,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001037,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001050,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001051,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001052,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001053,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001057,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001058,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001059,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001072,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003000,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003001,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003002,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003003,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003004,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003005,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003006,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003007,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003030,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003032,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003033,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003034,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003035,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003039,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003050,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003051,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860141001037,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001029,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001031,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001032,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001033,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001034,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001035,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001037,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001039,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001040,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001064,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001068,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869900000027,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990077211004,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990077211008,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151002,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151018,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151034,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151054,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174007,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174008,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174009,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174015,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174018,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174019,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174020,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174021,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174025,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174028,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174029,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174030,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174057,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174087,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174096,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174105,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174122,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174126,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174128,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174142,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174147,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174150,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174156,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174177,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174178,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174180,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174181,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174191,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174192,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174193,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174194,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174195,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174196,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174198,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174199,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174200,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174207,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174208,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174209,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174210,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013010,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013027,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013028,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013030,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011003,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011004,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011033,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990082031050,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011036,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011037,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011040,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011046,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011047,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011048,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011049,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011050,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011051,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011052,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011053,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011054,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012005,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012009,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012016,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012040,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012042,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012043,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012044,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001003,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001004,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001007,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001016,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001017,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001000,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001002,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001005,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001007,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001009,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000001,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000002,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000004,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000005,5,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001012,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001014,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001020,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001021,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001022,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001023,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001024,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001037,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001050,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001051,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001052,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001053,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001057,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001058,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001059,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120119800001072,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003000,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003001,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003002,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003003,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003004,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003005,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003006,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003007,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003032,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120860115003035,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869811001035,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120869900000027,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990077211004,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990077211008,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151002,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151018,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151034,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079151054,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174007,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174008,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174009,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174015,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174018,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174019,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174020,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174021,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174025,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174028,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174029,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174030,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174057,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174087,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174096,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174105,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174122,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174126,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174128,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174142,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174147,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174150,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174156,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174177,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174178,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174180,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174181,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174191,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174192,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174193,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174194,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174195,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174196,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174198,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174199,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174200,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174207,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174208,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174209,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990079174210,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013010,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013027,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013028,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990080013030,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011003,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011004,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990081011033,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990082031050,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011036,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011037,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011040,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011046,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011047,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011048,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011049,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011050,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011051,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011052,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011053,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083011054,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012005,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012009,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012016,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012040,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012042,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012043,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120990083012044,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001003,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999801001004,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001007,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001016,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999802001017,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001000,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001002,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001005,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001007,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999804001009,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000001,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000002,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000004,6,0,0,0,0,unclassified,1,0
status_partition_violation,intersect,,120999901000005,6,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001012,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001014,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001020,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001021,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001022,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001023,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001024,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001037,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001050,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001051,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001052,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001053,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001057,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001058,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001059,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120119800001072,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860107061000,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081056,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081057,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081058,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081060,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081069,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081071,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081072,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081073,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081074,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081089,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081090,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081091,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081092,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081096,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081099,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081100,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081112,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114081119,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114123040,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114123053,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114123055,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114123056,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114123057,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114123058,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860114123059,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003000,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003001,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003002,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003003,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003004,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003005,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003006,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003007,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003022,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003023,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003030,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003031,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003032,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003033,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003034,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003035,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003039,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003041,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003046,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003050,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003051,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003113,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003152,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860115003155,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120860141001037,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869801001001,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869801001004,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869801001005,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869801001007,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001029,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001031,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001032,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001033,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001034,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001035,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001037,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001039,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001040,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001064,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869811001068,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869812001023,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120869900000027,0,0,0,0,0,unclassified,1,0
status_partition_violation,approach,,120990077211004,0,0,0,0,0,unclassified,1,0
